0.949884, 0.994962, 0.999494, 0.999949, 0.999995
0.950844, 0.995059, 0.999503, 0.999950, 0.999995
0.951802, 0.995155, 0.999513, 0.999951, 0.999995
0.952758, 0.995251, 0.999523, 0.999952, 0.999995
0.953711, 0.995347, 0.999532, 0.999953, 0.999995
0.954661, 0.995443, 0.999542, 0.999954, 0.999995
0.955609, 0.995538, 0.999551, 0.999955, 0.999995
0.956554, 0.995633, 0.999561, 0.999956, 0.999996
0.957496, 0.995728, 0.999571, 0.999957, 0.999996
0.958435, 0.995822, 0.999580, 0.999958, 0.999996
0.959372, 0.995916, 0.999589, 0.999959, 0.999996
0.960305, 0.996010, 0.999599, 0.999960, 0.999996
0.961236, 0.996103, 0.999608, 0.999961, 0.999996
0.962163, 0.996197, 0.999618, 0.999962, 0.999996
0.963087, 0.996290, 0.999627, 0.999963, 0.999996
0.964007, 0.996382, 0.999636, 0.999963, 0.999996
0.964925, 0.996474, 0.999646, 0.999964, 0.999996
0.965839, 0.996566, 0.999655, 0.999965, 0.999997
0.966749, 0.996658, 0.999664, 0.999966, 0.999997
0.967656, 0.996749, 0.999673, 0.999967, 0.999997
0.968560, 0.996840, 0.999682, 0.999968, 0.999997
0.969460, 0.996930, 0.999691, 0.999969, 0.999997
0.970356, 0.997020, 0.999700, 0.999970, 0.999997
0.971249, 0.997110, 0.999710, 0.999971, 0.999997
0.972138, 0.997199, 0.999718, 0.999972, 0.999997
0.973023, 0.997288, 0.999727, 0.999973, 0.999997
0.973904, 0.997377, 0.999736, 0.999973, 0.999997
0.974782, 0.997465, 0.999745, 0.999974, 0.999997
0.975655, 0.997553, 0.999754, 0.999975, 0.999998
0.976525, 0.997640, 0.999763, 0.999976, 0.999998
0.977391, 0.997727, 0.999772, 0.999977, 0.999998
0.978253, 0.997814, 0.999780, 0.999978, 0.999998
0.979111, 0.997900, 0.999789, 0.999979, 0.999998
0.979965, 0.997986, 0.999798, 0.999980, 0.999998
0.980815, 0.998072, 0.999806, 0.999981, 0.999998
0.981661, 0.998157, 0.999815, 0.999981, 0.999998
0.982502, 0.998241, 0.999823, 0.999982, 0.999998
0.983340, 0.998325, 0.999832, 0.999983, 0.999998
0.984174, 0.998409, 0.999840, 0.999984, 0.999998
0.985004, 0.998493, 0.999848, 0.999985, 0.999998
0.985829, 0.998576, 0.999857, 0.999986, 0.999999
0.986651, 0.998658, 0.999865, 0.999986, 0.999999
0.987468, 0.998740, 0.999873, 0.999987, 0.999999
0.988282, 0.998822, 0.999882, 0.999988, 0.999999
0.989091, 0.998903, 0.999890, 0.999989, 0.999999
0.989896, 0.998984, 0.999898, 0.999990, 0.999999
0.990697, 0.999065, 0.999906, 0.999991, 0.999999
0.991494, 0.999145, 0.999914, 0.999991, 0.999999
0.992287, 0.999225, 0.999922, 0.999992, 0.999999
0.993076, 0.999304, 0.999930, 0.999993, 0.999999
0.993861, 0.999383, 0.999938, 0.999994, 0.999999
0.994642, 0.999461, 0.999946, 0.999995, 0.999999
0.995420, 0.999540, 0.999954, 0.999995, 1.000000
0.996193, 0.999617, 0.999962, 0.999996, 1.000000
0.996962, 0.999695, 0.999969, 0.999997, 1.000000
0.997727, 0.999772, 0.999977, 0.999998, 1.000000
0.998489, 0.999848, 0.999985, 0.999998, 1.000000
0.999246, 0.999924, 0.999992, 0.999999, 1.000000
1.000000, 1.000000, 1.000000, 1.000000, 1.000000
